Age,Employee Count,Employee Id,Gender,Marital Status,Over 18,Over Time,Num Companies Worked,Standard Hours,Department,Business Travel,Job Role,Job Level,Job Involvement,Total Working Years,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager,Training Times Last Year,Daily Rate,Hourly Rate,Monthly Rate,MonthlyIncome,Percent Salary Hike,Stock Option Level,Environment Satisfaction,Job Satisfaction,Relationship Satisfaction,Work Life Balance,Performance Rating,Education,Education Field,Attrition,Distance From Home
33,1,485,Female,Single,Y,Yes,1,80,Sales,Travel_Rarely,Sales Representative,1,3,1,1,0,0,0,2,350,34,9150,2851,13,0,4,3,2,3,3,3,Marketing,Yes,5
37,1,486,Female,Married,Y,No,6,80,Research & Development,Travel_Rarely,Laboratory Technician,1,3,17,5,4,0,3,3,921,98,17663,3452,20,1,3,1,2,3,4,3,Medical,No,10
46,1,487,Female,Married,Y,No,2,80,Research & Development,Non-Travel,Manufacturing Director,2,3,7,1,0,0,0,2,1144,30,16044,5258,14,0,3,3,3,4,3,4,Medical,No,7
41,1,488,Male,Single,Y,No,1,80,Sales,Travel_Frequently,Sales Executive,2,3,8,8,7,7,7,5,143,56,9558,9355,18,0,1,2,3,3,3,3,Marketing,Yes,4
50,1,491,Male,Single,Y,No,6,80,Research & Development,Travel_Rarely,Healthcare Representative,3,2,20,4,3,1,3,2,1046,100,2755,10496,15,0,4,4,4,3,3,3,Technical Degree,No,10
40,1,492,Male,Married,Y,Yes,2,80,Sales,Travel_Rarely,Sales Executive,2,2,8,6,4,1,0,6,575,68,6110,6380,12,2,3,3,1,3,3,2,Marketing,Yes,22
31,1,493,Male,Single,Y,Yes,0,80,Research & Development,Travel_Rarely,Research Scientist,1,2,3,2,2,2,2,5,408,42,7551,2657,16,0,3,2,4,3,3,4,Life Sciences,No,9
21,1,494,Female,Single,Y,No,1,80,Sales,Travel_Rarely,Sales Representative,1,4,1,1,0,0,0,0,156,90,25422,2716,15,0,3,2,4,3,3,3,Life Sciences,Yes,12
29,1,495,Male,Single,Y,No,9,80,Research & Development,Travel_Rarely,Research Scientist,1,3,6,3,2,1,2,4,1283,54,18168,2201,16,0,4,4,4,3,3,3,Life Sciences,No,23
35,1,496,Male,Single,Y,No,9,80,Research & Development,Travel_Rarely,Healthcare Representative,2,2,10,1,1,0,0,5,755,97,19394,6540,19,0,3,2,3,3,3,4,Life Sciences,No,9
27,1,497,Male,Divorced,Y,No,1,80,Research & Development,Travel_Rarely,Laboratory Technician,1,3,5,5,2,0,4,2,1469,82,17881,3816,11,1,4,2,2,3,3,2,Medical,No,1
28,1,498,Male,Single,Y,No,1,80,Sales,Travel_Rarely,Sales Executive,2,3,7,7,5,0,7,1,304,92,20750,5253,16,0,2,4,4,3,3,4,Life Sciences,No,9
49,1,499,Male,Single,Y,No,8,80,Research & Development,Travel_Rarely,Healthcare Representative,3,2,26,5,2,0,0,2,1261,31,12066,10965,24,0,2,3,3,3,4,3,Other,No,7
51,1,500,Female,Married,Y,No,4,80,Sales,Travel_Rarely,Sales Executive,2,3,18,7,7,0,7,2,1178,87,14862,4936,11,1,3,4,3,2,3,2,Life Sciences,No,14
36,1,501,Female,Married,Y,No,4,80,Research & Development,Travel_Rarely,Research Scientist,1,3,6,2,2,2,2,3,329,96,11868,2543,13,1,4,3,2,3,3,3,Life Sciences,No,2
34,1,502,Male,Single,Y,Yes,8,80,Sales,Non-Travel,Sales Executive,2,4,9,5,2,0,4,3,1362,67,4652,5304,13,0,1,4,2,2,3,3,Marketing,Yes,19
55,1,505,Female,Single,Y,Yes,2,80,Research & Development,Travel_Rarely,Manager,4,3,30,5,4,1,2,2,1311,97,23258,16659,13,0,3,4,3,3,3,3,Life Sciences,No,2
24,1,507,Female,Divorced,Y,Yes,1,80,Sales,Travel_Rarely,Sales Executive,2,3,5,5,2,0,3,2,1371,77,5915,4260,12,1,4,3,4,4,3,4,Marketing,No,10
30,1,508,Male,Married,Y,No,1,80,Sales,Travel_Rarely,Sales Representative,1,3,1,1,0,0,0,3,202,72,17434,2476,18,1,3,2,1,3,3,1,Technical Degree,No,2
26,1,510,Male,Single,Y,No,0,80,Research & Development,Travel_Frequently,Research Scientist,1,3,7,6,4,0,4,2,575,73,6582,3102,22,0,3,1,3,3,4,1,Technical Degree,Yes,3
22,1,511,Female,Married,Y,No,1,80,Research & Development,Travel_Rarely,Research Scientist,1,3,2,2,1,1,2,1,253,43,24440,2244,13,1,1,2,4,3,3,3,Medical,No,11
36,1,513,Male,Married,Y,No,1,80,Sales,Travel_Rarely,Sales Executive,3,2,10,10,9,9,0,2,164,61,3809,7596,13,2,2,3,2,3,3,2,Medical,No,2
30,1,514,Male,Single,Y,Yes,9,80,Research & Development,Travel_Frequently,Research Scientist,1,3,3,1,0,0,0,4,464,40,3427,2285,23,0,3,4,3,3,4,3,Technical Degree,Yes,4
37,1,515,Female,Divorced,Y,No,1,80,Research & Development,Travel_Rarely,Laboratory Technician,1,3,18,18,7,12,17,2,1107,95,26914,3034,12,1,4,1,3,2,3,3,Life Sciences,No,14
40,1,516,Female,Divorced,Y,No,7,80,Sales,Travel_Rarely,Sales Executive,2,3,8,5,4,1,3,5,759,46,22553,5715,12,2,4,2,3,3,3,2,Marketing,No,2
42,1,517,Female,Divorced,Y,No,3,80,Research & Development,Travel_Rarely,Laboratory Technician,1,3,8,5,2,1,2,5,201,95,20490,2576,16,1,2,1,2,3,3,4,Life Sciences,No,1
37,1,518,Male,Single,Y,Yes,2,80,Research & Development,Travel_Rarely,Manufacturing Director,2,3,18,1,0,0,1,2,1305,49,21123,4197,12,0,3,2,4,2,3,4,Life Sciences,No,10
43,1,520,Male,Divorced,Y,No,1,80,Research & Development,Travel_Rarely,Research Director,4,2,25,25,10,3,9,3,982,59,4345,14336,11,1,1,2,3,3,3,3,Life Sciences,No,12
40,1,521,Female,Married,Y,No,6,80,Research & Development,Travel_Rarely,Laboratory Technician,2,2,20,1,0,0,0,3,555,78,13436,3448,22,1,2,3,2,3,4,3,Medical,No,2
54,1,522,Male,Married,Y,No,4,80,Research & Development,Travel_Rarely,Research Director,5,3,24,4,2,1,2,4,821,86,8509,19406,11,1,1,1,3,2,3,2,Medical,No,5
34,1,523,Female,Married,Y,No,9,80,Sales,Non-Travel,Sales Executive,2,3,6,3,2,1,2,3,1381,72,12740,6538,15,1,3,3,1,3,3,4,Marketing,No,4
31,1,524,Female,Married,Y,No,1,80,Research & Development,Travel_Rarely,Manufacturing Director,2,3,13,13,10,3,12,5,480,31,4156,4306,12,1,2,1,2,1,3,2,Medical,No,7
43,1,525,Male,Married,Y,No,7,80,Research & Development,Travel_Frequently,Laboratory Technician,1,3,8,3,2,1,2,1,313,61,15238,2258,20,1,4,4,1,3,4,3,Medical,No,21
43,1,526,Female,Divorced,Y,Yes,4,80,Research & Development,Travel_Rarely,Healthcare Representative,2,3,8,5,2,0,2,3,1473,74,2227,4522,14,0,3,3,4,3,3,4,Other,No,8
25,1,527,Female,Single,Y,Yes,1,80,Sales,Travel_Rarely,Sales Executive,2,2,5,5,4,1,3,3,891,99,12090,4487,11,0,2,4,2,3,3,2,Life Sciences,No,4
37,1,529,Female,Married,Y,Yes,3,80,Research & Development,Non-Travel,Research Scientist,2,3,15,13,11,10,7,2,1063,72,23866,4449,15,2,2,3,1,3,3,5,Medical,No,25
31,1,530,Male,Married,Y,No,1,80,Research & Development,Travel_Rarely,Laboratory Technician,1,2,4,4,2,3,2,3,329,98,16193,2218,12,1,4,1,3,3,3,2,Life Sciences,No,1
39,1,531,Male,Divorced,Y,Yes,1,80,Research & Development,Travel_Frequently,Manager,5,3,21,21,8,1,6,3,1218,52,8213,19197,14,1,2,3,3,3,3,1,Life Sciences,No,1
56,1,532,Female,Married,Y,No,9,80,Sales,Travel_Frequently,Sales Executive,4,4,36,7,7,7,7,0,906,86,18256,13212,11,3,3,1,4,2,3,3,Life Sciences,No,6
30,1,533,Female,Single,Y,No,0,80,Sales,Travel_Rarely,Sales Executive,2,3,6,5,4,4,4,6,1082,83,19558,6577,11,0,2,3,2,3,3,3,Technical Degree,No,12
41,1,534,Male,Married,Y,No,1,80,Sales,Travel_Rarely,Sales Executive,3,4,10,10,7,0,7,2,645,49,19566,8392,16,1,2,1,3,3,3,3,Marketing,No,1
28,1,536,Male,Divorced,Y,No,1,80,Research & Development,Travel_Rarely,Laboratory Technician,2,3,10,10,0,1,8,2,1300,79,13535,4558,12,1,3,1,4,3,3,2,Medical,No,17
25,1,538,Male,Married,Y,No,5,80,Research & Development,Travel_Rarely,Laboratory Technician,1,3,6,2,2,0,2,5,688,91,9396,4031,13,1,1,1,3,3,3,3,Medical,Yes,3
52,1,543,Male,Married,Y,Yes,2,80,Research & Development,Travel_Rarely,Manufacturing Director,3,2,28,5,4,0,4,4,319,39,19609,7969,14,0,4,3,3,3,3,3,Medical,No,3
45,1,544,Male,Married,Y,No,3,80,Research & Development,Travel_Rarely,Research Scientist,1,3,8,2,2,0,2,3,192,69,9655,2654,21,2,1,4,4,2,4,2,Life Sciences,No,10
52,1,546,Female,Married,Y,No,2,80,Research & Development,Travel_Rarely,Manager,4,3,31,5,2,1,4,2,1490,30,10310,16555,13,0,4,4,4,1,3,2,Life Sciences,No,4
42,1,547,Female,Divorced,Y,No,2,80,Research & Development,Travel_Frequently,Research Scientist,2,3,19,5,4,0,2,3,532,92,12932,4556,11,1,1,3,2,3,3,2,Life Sciences,No,29
30,1,548,Female,Single,Y,No,2,80,Research & Development,Travel_Rarely,Manufacturing Director,2,1,11,5,4,0,2,2,317,43,24793,6091,20,0,3,4,3,3,4,3,Life Sciences,No,2
60,1,549,Female,Married,Y,No,5,80,Research & Development,Travel_Rarely,Manager,5,3,33,29,8,11,10,5,422,41,3854,19566,11,0,1,1,4,1,3,3,Life Sciences,No,7
46,1,550,Female,Divorced,Y,No,2,80,Research & Development,Travel_Rarely,Manufacturing Director,2,3,19,10,7,0,8,5,1485,87,26314,4810,14,1,3,3,3,2,3,3,Medical,No,18
42,1,551,Female,Married,Y,No,0,80,Research & Development,Travel_Frequently,Healthcare Representative,2,2,7,6,5,0,4,4,1368,88,4386,4523,11,3,4,4,4,4,3,4,Technical Degree,No,28
24,1,554,Female,Single,Y,Yes,1,80,Sales,Travel_Rarely,Sales Representative,1,3,6,5,3,1,4,4,1448,62,21972,3202,16,0,1,2,2,3,3,1,Technical Degree,Yes,1
34,1,555,Female,Divorced,Y,No,0,80,Sales,Travel_Frequently,Sales Representative,1,1,3,2,2,1,0,3,296,33,12253,2351,16,1,4,3,4,2,3,2,Marketing,Yes,6
38,1,556,Male,Married,Y,Yes,1,80,Research & Development,Travel_Frequently,Laboratory Technician,1,3,1,1,0,0,0,3,1490,42,12106,1702,23,1,4,4,3,3,4,2,Life Sciences,No,2
40,1,558,Female,Married,Y,No,0,80,Sales,Travel_Rarely,Manager,5,3,21,20,15,1,12,2,1398,79,13022,18041,14,0,3,3,4,3,3,4,Life Sciences,No,2
26,1,560,Female,Divorced,Y,No,1,80,Research & Development,Travel_Rarely,Research Scientist,1,3,3,3,2,0,2,3,1349,90,3032,2886,22,2,1,4,2,1,4,3,Life Sciences,No,23
30,1,562,Male,Married,Y,No,4,80,Research & Development,Non-Travel,Laboratory Technician,1,3,9,5,3,1,4,3,1400,53,16734,2097,15,1,3,4,3,1,3,3,Life Sciences,No,3
29,1,564,Male,Married,Y,No,1,80,Research & Development,Travel_Rarely,Research Director,3,2,10,10,2,0,7,2,986,93,21526,11935,18,0,2,3,3,3,3,4,Medical,No,3
29,1,565,Female,Married,Y,No,5,80,Research & Development,Travel_Rarely,Research Scientist,1,2,6,2,2,1,1,2,408,71,18300,2546,16,0,3,2,2,4,3,5,Technical Degree,Yes,25
19,1,566,Male,Single,Y,No,1,80,Human Resources,Travel_Rarely,Human Resources,1,2,1,1,0,0,0,3,489,52,18437,2564,12,0,1,4,3,4,3,2,Technical Degree,Yes,2
30,1,567,Female,Married,Y,No,0,80,Sales,Non-Travel,Sales Executive,3,3,10,9,8,7,8,3,1398,69,2890,8412,11,0,3,1,3,3,3,4,Other,No,22
57,1,568,Male,Divorced,Y,No,3,80,Sales,Travel_Rarely,Manager,4,2,32,1,0,0,0,3,210,56,22102,14118,12,1,1,4,3,2,3,3,Marketing,No,29
50,1,569,Male,Married,Y,No,0,80,Research & Development,Travel_Rarely,Manager,4,2,28,27,10,15,7,2,1099,88,9314,17046,15,1,2,3,2,3,3,4,Life Sciences,No,29
30,1,571,Female,Single,Y,No,0,80,Research & Development,Non-Travel,Laboratory Technician,1,3,12,11,7,6,7,2,1116,49,7181,2564,14,0,3,4,3,2,3,3,Medical,No,2
60,1,573,Female,Married,Y,No,4,80,Sales,Travel_Frequently,Sales Executive,3,2,22,18,13,13,11,5,1499,80,2845,10266,19,0,3,1,4,4,3,3,Marketing,No,28
47,1,574,Female,Divorced,Y,No,5,80,Research & Development,Travel_Rarely,Manufacturing Director,2,3,20,5,0,0,4,2,983,65,7389,5070,13,3,1,4,3,3,3,2,Medical,No,2
46,1,575,Male,Married,Y,No,6,80,Research & Development,Travel_Rarely,Research Director,4,3,26,3,2,0,1,2,1009,51,2288,17861,13,0,1,3,3,1,3,3,Life Sciences,No,2
35,1,577,Male,Single,Y,No,0,80,Research & Development,Travel_Rarely,Laboratory Technician,1,1,6,5,4,4,3,2,144,46,19225,4230,15,0,4,3,3,3,3,3,Life Sciences,No,22
54,1,578,Female,Single,Y,No,7,80,Research & Development,Travel_Rarely,Laboratory Technician,2,3,19,1,0,0,0,3,548,42,23428,3780,11,0,3,3,3,3,3,4,Life Sciences,No,8
34,1,579,Male,Divorced,Y,No,3,80,Research & Development,Travel_Rarely,Research Scientist,1,2,14,7,3,5,7,3,1303,62,8416,2768,12,1,4,3,3,3,3,4,Life Sciences,No,2
46,1,580,Female,Married,Y,Yes,2,80,Sales,Travel_Rarely,Sales Executive,3,2,15,3,2,1,2,3,1125,94,11563,9071,19,1,3,4,3,3,3,3,Marketing,No,10
31,1,581,Male,Divorced,Y,No,1,80,Research & Development,Travel_Rarely,Manufacturing Director,3,3,13,13,8,0,8,6,1274,33,14394,10648,25,1,3,2,4,4,4,1,Life Sciences,No,9
33,1,582,Male,Married,Y,Yes,7,80,Research & Development,Travel_Rarely,Manager,3,3,15,7,6,7,7,2,1277,56,24619,13610,12,0,2,3,4,4,3,1,Medical,Yes,15
33,1,584,Male,Divorced,Y,No,7,80,Research & Development,Travel_Rarely,Laboratory Technician,1,1,8,4,3,1,3,2,587,38,6705,3408,13,3,1,4,1,3,3,1,Medical,Yes,10
30,1,585,Male,Single,Y,No,0,80,Sales,Travel_Rarely,Sales Representative,1,3,4,3,2,1,2,3,413,57,18398,2983,14,0,4,2,1,3,3,1,Marketing,No,7
35,1,586,Male,Married,Y,Yes,4,80,Research & Development,Travel_Rarely,Healthcare Representative,3,3,10,8,7,0,0,2,1276,72,14295,7632,12,0,4,3,3,3,3,3,Life Sciences,No,16
31,1,587,Male,Married,Y,No,3,80,Research & Development,Travel_Frequently,Healthcare Representative,3,3,12,1,0,0,0,2,534,66,22908,9824,12,0,1,3,1,3,3,3,Life Sciences,Yes,20
34,1,590,Female,Divorced,Y,Yes,9,80,Human Resources,Travel_Frequently,Human Resources,3,3,11,3,2,0,2,2,988,43,11533,9950,15,3,2,1,3,3,3,3,Human Resources,Yes,23
42,1,591,Male,Married,Y,No,4,80,Research & Development,Travel_Frequently,Laboratory Technician,1,3,8,2,2,2,0,4,1474,97,9260,2093,17,1,2,3,4,3,3,2,Other,No,5
36,1,592,Male,Single,Y,No,1,80,Sales,Non-Travel,Sales Executive,3,3,10,10,3,9,7,3,635,32,15318,9980,14,0,2,4,4,2,3,4,Medical,No,10
22,1,593,Male,Single,Y,No,5,80,Research & Development,Travel_Frequently,Laboratory Technician,1,2,4,2,2,1,2,3,1368,99,9129,3894,16,0,3,3,3,3,3,1,Technical Degree,Yes,4
48,1,595,Female,Married,Y,No,2,80,Sales,Travel_Rarely,Sales Executive,2,3,14,9,7,6,7,2,163,37,19658,4051,14,1,2,4,1,3,3,5,Marketing,No,2
55,1,597,Female,Single,Y,No,3,80,Sales,Travel_Rarely,Manager,4,3,37,10,9,7,7,2,1117,83,9873,16835,23,0,1,2,4,3,4,5,Life Sciences,No,18
41,1,599,Male,Single,Y,No,7,80,Sales,Non-Travel,Sales Executive,2,3,16,14,3,1,10,3,267,56,13430,6230,14,0,4,4,4,3,3,2,Life Sciences,No,10
35,1,600,Male,Married,Y,No,9,80,Sales,Travel_Rarely,Sales Executive,2,3,15,11,9,6,9,2,619,85,18659,4717,11,0,2,3,3,3,3,3,Marketing,No,1
40,1,601,Female,Single,Y,No,7,80,Research & Development,Travel_Rarely,Manufacturing Director,4,3,22,20,6,5,13,3,302,75,20364,13237,15,0,2,3,3,3,3,3,Life Sciences,No,6
39,1,602,Female,Married,Y,No,1,80,Research & Development,Travel_Frequently,Laboratory Technician,1,3,8,8,3,0,7,3,443,48,17872,3755,11,1,3,3,1,3,3,1,Life Sciences,No,8
31,1,604,Male,Single,Y,Yes,4,80,Sales,Travel_Rarely,Sales Executive,2,3,10,6,5,0,5,2,828,77,8346,6582,13,0,2,4,3,4,3,1,Life Sciences,No,2
42,1,605,Male,Married,Y,Yes,1,80,Research & Development,Travel_Rarely,Manufacturing Director,3,3,10,10,9,5,8,5,319,56,6950,7406,21,1,4,1,4,2,4,3,Medical,No,24
45,1,606,Male,Married,Y,No,0,80,Sales,Travel_Rarely,Sales Executive,2,3,9,8,7,3,7,3,561,61,16177,4805,19,1,4,2,2,4,3,3,Other,No,2
26,1,608,Female,Divorced,Y,Yes,0,80,Human Resources,Travel_Frequently,Human Resources,1,3,8,7,7,1,0,2,426,58,22808,2741,11,1,2,3,2,2,3,4,Life Sciences,Yes,17
29,1,611,Male,Divorced,Y,No,4,80,Research & Development,Travel_Rarely,Manufacturing Director,2,3,8,3,2,1,2,2,232,34,22645,4262,12,2,4,4,2,4,3,3,Technical Degree,No,19
33,1,612,Female,Divorced,Y,No,4,80,Research & Development,Travel_Rarely,Research Director,4,4,10,6,1,0,5,2,922,95,22578,16184,19,1,1,3,3,3,3,5,Medical,No,1
31,1,613,Male,Divorced,Y,No,9,80,Sales,Travel_Rarely,Manager,3,2,10,5,4,0,1,3,688,44,25291,11557,21,1,3,4,3,2,4,3,Life Sciences,No,7
18,1,614,Male,Single,Y,Yes,1,80,Sales,Travel_Frequently,Sales Representative,1,3,0,0,0,0,0,3,1306,69,8059,1878,14,0,2,2,4,3,3,3,Marketing,Yes,5
40,1,615,Male,Divorced,Y,No,3,80,Sales,Non-Travel,Sales Executive,3,1,20,1,0,0,1,2,1094,58,11373,10932,15,1,3,1,3,3,3,3,Other,No,28
41,1,616,Female,Single,Y,Yes,2,80,Research & Development,Non-Travel,Healthcare Representative,2,2,10,8,7,0,7,3,509,62,2112,6811,17,0,1,3,1,3,3,4,Other,No,2
26,1,618,Male,Divorced,Y,No,5,80,Sales,Travel_Rarely,Sales Executive,2,3,8,0,0,0,0,5,775,45,4267,4306,12,2,1,3,1,3,3,2,Medical,No,29
35,1,620,Female,Single,Y,No,1,80,Sales,Travel_Rarely,Sales Executive,2,3,5,5,4,0,3,3,195,80,6698,4859,16,0,1,3,4,3,3,3,Medical,No,1
34,1,621,Male,Single,Y,No,1,80,Sales,Travel_Rarely,Sales Executive,2,4,10,10,7,5,7,3,258,74,19921,5337,12,0,4,4,4,3,3,4,Life Sciences,No,21
26,1,622,Male,Single,Y,Yes,1,80,Research & Development,Travel_Rarely,Laboratory Technician,1,1,1,1,0,0,0,3,471,66,23213,2340,18,0,3,4,2,1,3,3,Technical Degree,Yes,24
37,1,623,Female,Single,Y,No,4,80,Research & Development,Travel_Rarely,Manufacturing Director,3,3,12,6,5,1,2,3,799,59,23848,7491,17,0,2,4,4,4,3,3,Technical Degree,No,1
46,1,624,Female,Married,Y,No,5,80,Research & Development,Travel_Frequently,Healthcare Representative,3,3,28,2,2,1,2,3,1034,86,8984,10527,11,0,1,3,4,2,3,1,Medical,No,18
41,1,625,Female,Married,Y,No,7,80,Sales,Travel_Rarely,Manager,4,3,22,18,16,11,8,2,1276,91,5626,16595,16,1,2,1,2,3,3,5,Life Sciences,No,2
37,1,626,Male,Divorced,Y,No,1,80,Sales,Non-Travel,Sales Executive,3,3,9,9,5,7,7,6,142,69,24666,8834,13,1,1,2,4,3,3,4,Medical,No,9
52,1,630,Male,Divorced,Y,Yes,3,80,Research & Development,Travel_Rarely,Research Scientist,2,3,18,10,9,6,9,3,956,78,22087,5577,12,2,4,1,2,3,3,2,Technical Degree,No,6
32,1,631,Male,Married,Y,No,8,80,Sales,Non-Travel,Sales Executive,2,4,6,4,2,1,2,2,1474,60,23914,4707,12,0,4,3,4,3,3,4,Other,Yes,11
24,1,632,Male,Married,Y,No,0,80,Sales,Travel_Frequently,Sales Representative,1,3,3,2,2,2,1,3,535,38,5530,2400,13,2,4,4,3,3,3,3,Medical,No,24
38,1,634,Female,Married,Y,No,3,80,Research & Development,Travel_Rarely,Healthcare Representative,2,3,18,1,0,0,0,4,1495,76,22174,9824,19,1,3,3,3,3,3,3,Medical,No,10
37,1,635,Female,Married,Y,No,6,80,Research & Development,Travel_Rarely,Manufacturing Director,2,3,8,6,5,4,3,2,446,65,15701,6447,12,1,2,2,2,2,3,4,Life Sciences,No,1
49,1,638,Male,Divorced,Y,Yes,1,80,Research & Development,Travel_Rarely,Research Director,5,2,31,31,9,0,9,5,1245,58,2125,19502,17,1,4,3,3,3,3,4,Life Sciences,No,18
24,1,639,Male,Married,Y,Yes,1,80,Research & Development,Travel_Rarely,Research Scientist,1,4,6,6,5,1,4,3,691,89,21630,2725,11,2,2,4,2,3,3,3,Medical,No,23
26,1,641,Male,Married,Y,No,1,80,Sales,Travel_Rarely,Sales Executive,2,3,6,5,3,1,4,5,703,66,7428,6272,20,2,1,2,4,4,4,2,Marketing,No,28
24,1,643,Male,Married,Y,No,1,80,Research & Development,Travel_Rarely,Laboratory Technician,1,2,1,1,0,0,0,2,823,94,9100,2127,21,1,4,2,4,3,4,2,Other,No,17
50,1,644,Male,Married,Y,No,1,80,Human Resources,Travel_Frequently,Manager,5,3,32,32,5,10,7,2,1246,99,7999,18200,11,1,1,2,3,3,3,3,Medical,No,3
25,1,645,Male,Married,Y,No,1,80,Sales,Travel_Rarely,Sales Representative,1,3,7,7,4,0,6,1,622,40,26376,2096,11,0,2,3,3,3,3,1,Medical,No,13
24,1,647,Female,Married,Y,Yes,1,80,Research & Development,Travel_Frequently,Laboratory Technician,1,3,6,6,3,1,2,4,1287,55,14168,2886,16,1,1,3,4,3,3,3,Life Sciences,Yes,7
30,1,648,Male,Married,Y,No,1,80,Sales,Travel_Frequently,Sales Representative,1,2,1,1,0,0,0,2,448,74,14470,2033,18,1,2,1,3,4,3,4,Life Sciences,Yes,12
34,1,649,Male,Married,Y,Yes,1,80,Research & Development,Travel_Rarely,Research Scientist,1,2,6,6,5,1,3,3,254,83,22794,3622,13,1,2,4,4,3,3,2,Life Sciences,No,1
31,1,650,Male,Divorced,Y,No,2,80,Sales,Travel_Rarely,Sales Executive,2,3,9,3,1,1,2,2,1365,46,11512,4233,17,0,2,1,3,1,3,4,Medical,Yes,13
35,1,652,Male,Single,Y,No,4,80,Research & Development,Travel_Rarely,Laboratory Technician,2,2,9,3,2,0,2,3,538,54,14004,3681,14,0,1,4,4,3,3,2,Other,No,25
31,1,653,Male,Divorced,Y,No,4,80,Sales,Travel_Rarely,Sales Executive,2,4,13,7,7,5,7,4,525,66,6219,5460,22,2,1,4,4,4,4,4,Medical,No,6
27,1,655,Female,Divorced,Y,No,0,80,Research & Development,Travel_Rarely,Research Scientist,1,2,6,5,3,0,3,5,798,66,5013,2187,12,2,1,3,3,2,3,4,Medical,No,6
37,1,656,Male,Married,Y,Yes,4,80,Sales,Travel_Rarely,Sales Executive,2,3,17,3,0,1,0,3,558,75,3010,9602,11,1,4,3,3,2,3,3,Marketing,No,2
20,1,657,Female,Single,Y,No,1,80,Research & Development,Travel_Rarely,Research Scientist,1,2,1,1,0,0,0,0,959,83,11757,2836,13,0,4,2,4,4,3,3,Life Sciences,No,1
42,1,659,Female,Married,Y,No,1,80,Research & Development,Travel_Rarely,Healthcare Representative,2,3,10,10,2,2,2,4,622,81,5718,4089,13,2,3,4,2,3,3,4,Life Sciences,No,2
43,1,661,Male,Divorced,Y,Yes,4,80,Research & Development,Travel_Rarely,Research Director,4,2,21,1,0,0,0,3,782,50,2671,16627,14,1,2,4,3,2,3,4,Other,No,6
38,1,662,Female,Single,Y,No,3,80,Research & Development,Travel_Rarely,Research Scientist,1,3,8,0,0,0,0,3,362,43,14561,2619,17,0,3,1,4,2,3,1,Life Sciences,No,1
43,1,663,Male,Divorced,Y,Yes,3,80,Research & Development,Travel_Frequently,Laboratory Technician,2,3,10,8,7,4,7,3,1001,72,19627,5679,13,1,4,3,2,3,3,5,Medical,No,9
48,1,664,Female,Married,Y,No,7,80,Research & Development,Travel_Rarely,Manager,4,2,21,3,2,0,2,3,1236,40,17997,15402,11,1,4,1,1,1,3,4,Life Sciences,No,1
44,1,665,Female,Single,Y,No,4,80,Human Resources,Travel_Rarely,Human Resources,2,2,10,2,2,0,2,1,1112,50,26894,5985,11,0,1,3,2,4,3,4,Life Sciences,No,1
34,1,666,Female,Divorced,Y,Yes,1,80,Sales,Travel_Rarely,Sales Representative,1,3,8,8,2,0,6,3,204,31,2912,2579,18,2,3,3,4,3,3,3,Technical Degree,No,14
27,1,667,Male,Divorced,Y,No,0,80,Sales,Travel_Rarely,Sales Representative,1,3,5,4,3,0,2,3,1420,85,16346,3041,11,1,3,1,2,3,3,1,Marketing,Yes,2
21,1,669,Male,Single,Y,No,1,80,Sales,Travel_Rarely,Sales Representative,1,3,3,3,2,1,2,2,1343,49,24444,3447,11,0,3,3,3,3,3,1,Technical Degree,No,22
44,1,671,Male,Married,Y,Yes,4,80,Research & Development,Travel_Rarely,Manager,5,3,26,2,2,0,1,2,1315,35,9358,19513,12,1,4,4,1,4,3,4,Other,No,3
22,1,675,Male,Married,Y,No,0,80,Research & Development,Travel_Rarely,Research Scientist,1,3,3,2,2,2,2,3,604,69,12145,2773,20,0,1,3,4,3,4,1,Medical,No,6
33,1,677,Male,Divorced,Y,No,0,80,Sales,Travel_Rarely,Sales Executive,2,3,6,5,0,1,2,3,1216,39,20431,7104,12,0,3,3,4,3,3,4,Marketing,No,8
32,1,679,Female,Married,Y,Yes,1,80,Research & Development,Travel_Rarely,Research Scientist,2,3,6,6,4,0,5,2,646,92,18089,6322,12,1,1,4,4,2,3,4,Life Sciences,No,9
30,1,680,Female,Divorced,Y,No,1,80,Research & Development,Travel_Frequently,Research Scientist,1,3,1,1,0,0,0,2,160,71,22653,2083,20,1,3,3,3,3,4,3,Medical,No,3
53,1,682,Female,Single,Y,No,7,80,Sales,Travel_Rarely,Sales Executive,2,3,18,14,7,8,10,2,238,34,7507,8381,20,0,4,1,4,4,4,1,Medical,No,1
34,1,683,Male,Married,Y,No,1,80,Research & Development,Travel_Rarely,Research Scientist,1,3,10,10,9,8,8,4,1397,42,7660,2691,12,1,2,4,4,2,3,5,Life Sciences,No,1
45,1,684,Female,Married,Y,No,2,80,Sales,Travel_Frequently,Sales Executive,2,3,5,1,1,0,0,4,306,100,5630,4286,14,2,1,1,4,3,3,4,Life Sciences,Yes,26
26,1,686,Female,Married,Y,Yes,1,80,Research & Development,Travel_Rarely,Laboratory Technician,1,3,3,3,2,0,2,2,991,71,17759,2659,13,1,3,4,3,3,3,3,Life Sciences,No,6
